number	recipe_name	ingredients	cooking_time
353	Суп энгамат	15 ИНГРЕДИЕНТОВ	1 час
354	Обжаренные яблочные дольки в омлете	8 ИНГРЕДИЕНТОВ	30 минут
355	Пастуший пирог из баранины	13 ИНГРЕДИЕНТОВ	5 часов 30 минут
356	Куриный суп с вермишелью	11 ИНГРЕДИЕНТОВ	1 час 50 минут
357	Пирог «Тыквенник»	7 ИНГРЕДИЕНТОВ	1 час 30 минут
358	Мягкие плюшки с сахаром	9 ИНГРЕДИЕНТОВ	35 минут
359	Паста со свежими помидорами	5 ИНГРЕДИЕНТОВ	20 минут
360	Суп с фрикадельками и мирпуа	10 ИНГРЕДИЕНТОВ	25 минут
361	Ризотто с лисичками	13 ИНГРЕДИЕНТОВ	30 минут
362	Творожный низкокалорийный пирог	7 ИНГРЕДИЕНТОВ	45 минут
363	Омлет с мукой	6 ИНГРЕДИЕНТОВ	10 минут
364	Спагетти с креветками и фисташками	16 ИНГРЕДИЕНТОВ	1 час
365	Рулеты с семгой в лаваше	6 ИНГРЕДИЕНТОВ	10 минут
366	Кучмачи из куриных потрохов	15 ИНГРЕДИЕНТОВ	1 час
367	Рубленые куриные котлеты с грибами и зеленым базиликом	14 ИНГРЕДИЕНТОВ	1 час
368	Женгялов-хац	9 ИНГРЕДИЕНТОВ	45 минут
369	Зразы картофельные с луком и яйцом	10 ИНГРЕДИЕНТОВ	40 минут
370	Чешская булочка трдло	8 ИНГРЕДИЕНТОВ	1 час
371	Тесто для пиццы с оливковым маслом	5 ИНГРЕДИЕНТОВ	30 минут
372	Бутерброд с творожным сыром и печеным перцем	10 ИНГРЕДИЕНТОВ	1 час 30 минут
373	Говядина «Веллингтон» по рецепту Гордона Рамзи	10 ИНГРЕДИЕНТОВ	1 час 10 минут
374	Сырный суп с зеленью	7 ИНГРЕДИЕНТОВ	20 минут
375	Минестроне	15 ИНГРЕДИЕНТОВ	1 час 30 минут
376	Классический сырный суп	8 ИНГРЕДИЕНТОВ	30 минут
377	Венгерский яблочный пирог	7 ИНГРЕДИЕНТОВ	45 минут
378	Сливочный суп с семгой	10 ИНГРЕДИЕНТОВ	50 минут
379	Морковь по-корейски	10 ИНГРЕДИЕНТОВ	30 минут
380	Тартар из говядины с каперсами	26 ИНГРЕДИЕНТОВ	45 минут
381	Пирог с земляникой и кремом патисьер	11 ИНГРЕДИЕНТОВ	1 час
382	Кролик в пиве	10 ИНГРЕДИЕНТОВ	1 час 30 минут
383	Холодно-горячий шоколадный кекс-пудинг	9 ИНГРЕДИЕНТОВ	15 минут
384	Творожная запеканка	8 ИНГРЕДИЕНТОВ	1 час 30 минут
385	Финский черничный пирог	8 ИНГРЕДИЕНТОВ	1 час
386	Креветки в горгонзоле	10 ИНГРЕДИЕНТОВ	10 минут
387	Кок-а-лики	10 ИНГРЕДИЕНТОВ	1 час 20 минут
388	Пирог со сгущенкой	5 ИНГРЕДИЕНТОВ	2 часа
389	Чахохбили	10 ИНГРЕДИЕНТОВ	1 час
390	Нуссторте	8 ИНГРЕДИЕНТОВ	2 часа
391	Пирог с яблоками и медом	10 ИНГРЕДИЕНТОВ	1 час
392	Шарлотка	5 ИНГРЕДИЕНТОВ	50 минут
393	Батата-харра	10 ИНГРЕДИЕНТОВ	1 час
394	Куриные шарики в сливочном соусе	6 ИНГРЕДИЕНТОВ	1 час
395	Ризотто с тыквой	9 ИНГРЕДИЕНТОВ	30 минут
396	Щи из кислой капусты	19 ИНГРЕДИЕНТОВ	3 часа
397	Сырники	7 ИНГРЕДИЕНТОВ	30 минут
398	Тыквенные маффины с морковным кремом и карамелью	11 ИНГРЕДИЕНТОВ	1 час
399	Куриный суп с лапшой	10 ИНГРЕДИЕНТОВ	2 часа
400	Творожная запеканка с ягодным сиропом	9 ИНГРЕДИЕНТОВ	30 минут
401	Брауни со сливочной сырной начинкой	7 ИНГРЕДИЕНТОВ	1 час
402	Кролик с черносливом	11 ИНГРЕДИЕНТОВ	1 час 25 минут
403	Куриные голени с шафраном, оливками и горошком	14 ИНГРЕДИЕНТОВ	50 минут
404	Ароматный крем-суп из тыквы с семечками	11 ИНГРЕДИЕНТОВ	30 минут
405	Спагетти карбонара с беконом	8 ИНГРЕДИЕНТОВ	30 минут
406	Банановые маффины.	7 ИНГРЕДИЕНТОВ	40 минут
407	Пучеро	16 ИНГРЕДИЕНТОВ	2 часа 20 минут
408	Мясные ежики	10 ИНГРЕДИЕНТОВ	1 час
409	Пхали из замороженного шпината	10 ИНГРЕДИЕНТОВ	1 час
410	Сладкий рис с чесноком, креветками и рукколой	10 ИНГРЕДИЕНТОВ	20 минут
411	Чечевица с горгонзолой	8 ИНГРЕДИЕНТОВ	15 минут
412	Пхали из шпината	10 ИНГРЕДИЕНТОВ	30 минут
413	Курица в сливочном соусе карри с ананасом	7 ИНГРЕДИЕНТОВ	1 час
414	Чесночный хлеб (garlic bread)	5 ИНГРЕДИЕНТОВ	25 минут
415	Фиш-энд-чипс с соусом тартар	16 ИНГРЕДИЕНТОВ	50 минут
416	Феттучини со сливочным соусом	5 ИНГРЕДИЕНТОВ	30 минут
417	Финский сливочный суп с лососем (Лохикейтто)	13 ИНГРЕДИЕНТОВ	30 минут
418	Узбекский плов с курицей	6 ИНГРЕДИЕНТОВ	2 часа 10 минут
419	Фруктовый салат	10 ИНГРЕДИЕНТОВ	20 минут
420	Соус чимичурри	11 ИНГРЕДИЕНТОВ	15 минут
421	Курица гунбао	15 ИНГРЕДИЕНТОВ	30 минут
422	Оссобуко	15 ИНГРЕДИЕНТОВ	2 часа
423	Пышные американские панкейки	6 ИНГРЕДИЕНТОВ	15 минут
424	Салат с хурмой, свежими овощами и козьим сыром	10 ИНГРЕДИЕНТОВ	15 минут
425	Шоколадно-апельсиновое печенье	8 ИНГРЕДИЕНТОВ	20 минут
426	Китайский холодный суп из баклажанов	11 ИНГРЕДИЕНТОВ	45 минут
427	Павлова	10 ИНГРЕДИЕНТОВ	18 минут
428	Синнабоны с корицей и ванильно-сливочным соусом	12 ИНГРЕДИЕНТОВ	1 час 15 минут
429	Зеленый карри с курицей и рисом	19 ИНГРЕДИЕНТОВ	25 минут
430	Салат с мандаринами и прошутто	10 ИНГРЕДИЕНТОВ	10 минут
431	Суп из краснокочанной капусты с яйцом пашот и копченой уткой	15 ИНГРЕДИЕНТОВ	1 час
432	Банановый пирог с молоком	7 ИНГРЕДИЕНТОВ	30 минут
433	Салат из редьки	4 ИНГРЕДИЕНТА	15 минут
434	Сырники оригинальные	7 ИНГРЕДИЕНТОВ	35 минут
435	Паленые баклажаны	9 ИНГРЕДИЕНТОВ	30 минут
436	Гороховый суп с мятой и свиной рулькой	13 ИНГРЕДИЕНТОВ	3 часа
437	Чак-чак	7 ИНГРЕДИЕНТОВ	2 часа 30 минут
438	Блины	7 ИНГРЕДИЕНТОВ	40 минут
439	Венский шницель на растительном масле	9 ИНГРЕДИЕНТОВ	20 минут
440	Креветки в соусе песто	12 ИНГРЕДИЕНТОВ	15 минут
441	«Зебра» Торт	9 ИНГРЕДИЕНТОВ	1 час 25 минут
442	Гратен из цветной капусты	9 ИНГРЕДИЕНТОВ	25 минут
443	Пицца с голубым сыром и грушей	8 ИНГРЕДИЕНТОВ	25 минут
444	Салат с куриной печенью и гранатом	9 ИНГРЕДИЕНТОВ	30 минут
445	Сырный суп с шампиньонами и сухариками	9 ИНГРЕДИЕНТОВ	25 минут
446	Драники с луком	5 ИНГРЕДИЕНТОВ	30 минут
447	Торт «Прага» по старинному рецепту	13 ИНГРЕДИЕНТОВ	1 час 10 минут
448	Кефтедес	22 ИНГРЕДИЕНТА	30 минут
449	Оладьи	7 ИНГРЕДИЕНТОВ	1 час 30 минут
450	Облегченный тарт татен	4 ИНГРЕДИЕНТА	50 минут
451	Торт «Принцесса»	12 ИНГРЕДИЕНТОВ	40 минут
452	Курица по-китайски с овощами	8 ИНГРЕДИЕНТОВ	20 минут
453	Нежный кекс на кефире	7 ИНГРЕДИЕНТОВ	1 час 10 минут
454	Борщ вегетарианский	12 ИНГРЕДИЕНТОВ	2 часа
455	Вафли из цукини с лососем и сливочным сыром	6 ИНГРЕДИЕНТОВ	20 минут
456	Салат с курицей в азиатском стиле	16 ИНГРЕДИЕНТОВ	15 минут
457	Фахитас с курицей	16 ИНГРЕДИЕНТОВ	25 минут
458	Классический чизкейк	11 ИНГРЕДИЕНТОВ	1 час 45 минут
459	Кимчи	14 ИНГРЕДИЕНТОВ	1 час
460	Крема-каталана	6 ИНГРЕДИЕНТОВ	20 минут
461	Масала-чай	9 ИНГРЕДИЕНТОВ	20 минут
462	Панцанелла	7 ИНГРЕДИЕНТОВ	5 минут
463	Профитроли с заварным кремом и карамельным соусом	10 ИНГРЕДИЕНТОВ	45 минут
464	Идеальная запеченная курица	9 ИНГРЕДИЕНТОВ	2 часа
465	Конджи	10 ИНГРЕДИЕНТОВ	1 час 35 минут
466	Домашние котлеты	9 ИНГРЕДИЕНТОВ	40 минут
467	«Павлова» по-хайгарденски	8 ИНГРЕДИЕНТОВ	1 час 30 минут
468	Яблочные оладьи	7 ИНГРЕДИЕНТОВ	1 час 30 минут
469	Морковный торт с грецкими орехами и корицей	14 ИНГРЕДИЕНТОВ	1 час 30 минут
470	Тартар из тунца с авокадо и помидорами черри	12 ИНГРЕДИЕНТОВ	30 минут
471	Быстрое овсяное печенье	5 ИНГРЕДИЕНТОВ	30 минут
472	Куриные голени со сливами	10 ИНГРЕДИЕНТОВ	45 минут
473	Оладьи из куриной печени	7 ИНГРЕДИЕНТОВ	20 минут
474	Канноли с рикоттой	13 ИНГРЕДИЕНТОВ	1 час 30 минут
475	Мясо по-французски с майонезом	7 ИНГРЕДИЕНТОВ	1 час
476	Фахитас с курицей и фасолью	6 ИНГРЕДИЕНТОВ	30 минут
477	Дорада в духовке с лимоном и базиликом	6 ИНГРЕДИЕНТОВ	25 минут
478	Яблочная быстрая шарлотка	5 ИНГРЕДИЕНТОВ	40 минут
479	Сациви из индейки	10 ИНГРЕДИЕНТОВ	7 часов
480	Цыпленок табака	6 ИНГРЕДИЕНТОВ	20 минут
481	Ажурные блины с Nutella® и ягодами	9 ИНГРЕДИЕНТОВ	30 минут
